"QID","itemLabel","itemDescription","article"
"Q127990","Australian National University","national research university in Canberra, Australian Capital Territory","https://en.wikipedia.org/wiki/Australian_National_University"
"Q67204999","Rosg","Irish film producer",NA
"Q67152178","Q67152178",NA,NA
"Q188740","Museum of Modern Art","art museum in Manhattan in New York City, New York, United States","https://en.wikipedia.org/wiki/Museum_of_Modern_Art"
"Q66926414","Gussi Films","mexican film production company",NA
"Q67968748","CMO Producciones",NA,NA
"Q68110684","Goldove Entertainment","Film studio, production company, record label",NA
"Q67467023","Fabrik Entertainment","American film production company",NA
"Q67206008","Drop Shadow Pictures",NA,NA
"Q166419","Fox Broadcasting Company","American commercial broadcast television network","https://en.wikipedia.org/wiki/Fox_Broadcasting_Company"
"Q67691398","Kabad Studios","American motion picture studio",NA
"Q160236","Metropolitan Museum of Art","art museum in New York City, United States","https://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art"
"Q67201134","Sappralot Productions","Film production company based in Munich, Germany",NA
"Q69494669","Miss Wasabi Films",NA,NA
"Q70583734","The Ormond Organization",NA,NA
"Q69760253","Terramonde Films","French film company in the 1930s",NA
"Q69523459","La Panda Productions",NA,NA
"Q72088427","SLM Production Group",NA,NA
"Q71148686","Naturfilm Hubert Schonger","film production company",NA
"Q69084976","Graphic Associates Production","Canadian film production company (founded in 1949)",NA
"Q72549341","Alliance Cinématographique Européenne","film production company",NA
"Q69787424","Les Productions du Cygne","film production company",NA
"Q70724014","Triacom Audiovisual",NA,NA
"Q72064388","Continental Company",NA,NA
"Q72080171","Neue Delta Filmproduktion",NA,NA
"Q72170384","Carlton-Film",NA,NA
"Q72170566","Eichberg-Film",NA,NA
"Q72183604","Les Films Raoul Ploquin",NA,NA
"Q72184530","Rondo-Film",NA,NA
"Q72391219","Entertainment Value Associates GmbH",NA,NA
"Q72392559","Victor von Struve Filmproduktion GmbH",NA,NA
"Q72397386","Freie Film Produktion GmbH & Co., Hamburg",NA,NA
"Q72550320","Franco London Films",NA,NA
"Q72414086","Cinelux-Film",NA,NA
"Q72415219","Melodie Film",NA,NA
"Q72425003","Kurt Ulrich Film",NA,NA
"Q72547464","Bavaria-Filmkunst",NA,NA
"Q72550738","Serena Film",NA,NA
"Q72550550","Critérion Film",NA,NA
"Q72555391","Domiziana Internazionale Cinematografica",NA,NA
"Q72571427","Arca-Winston Films Corp.",NA,NA
"Q72571827","Hans Oppenheimer Film",NA,NA
"Q72598857","Interfilm L.A.",NA,NA
"Q70104760","Danish Documentary Production","danish film production company","https://en.wikipedia.org/wiki/Danish_Documentary_Production"
"Q72262208","Herold film","film production company",NA
"Q68150977","Namewee Studio Production","music studio based in Malaysia",NA
"Q70346442","Fresh Air Production","production company",NA
"Q71983959","TimeJump Media","film studio and production company",NA
"Q72395719","Omega Film GmbH","German film production company",NA
"Q71359286","Gene Pool Productions","production company in Australia",NA
"Q70629138","Tasse Film","Latvian film production company",NA
"Q68488905","Q68488905",NA,NA
"Q69401032","Q69401032",NA,NA
"Q72096403","Q72096403",NA,NA
"Q72375770","Q72375770",NA,NA
"Q72415105","Q72415105",NA,NA
"Q72387275","Magic",NA,NA
"Q72550889","Q72550889",NA,NA
"Q72555577","Q72555577",NA,NA
"Q72569792","Q72569792",NA,NA
"Q69802904","Les Films Jean Image","film production company",NA
"Q69491547","Épicentre Films",NA,NA
"Q72099402","P-R Productions Picture",NA,NA
"Q69060184","Cranfield & Clarke","British film production and distribution company",NA
"Q72200360","Procusa",NA,NA
"Q71089253","Grupo Chaski","film association in Peru",NA
"Q72387601","Rapid Film",NA,NA
"Q70708502","Nederland Film","film production company",NA
"Q72597904","Alfa-Film GmbH","German film production company",NA
"Q72418329","Motive Force Productions","Production company",NA
"Q69397886","Paris-Cannes Productions",NA,NA
"Q70105003","Blue Mist Productions","film production company",NA
"Q69491733","Cepa Audiovisual",NA,NA
"Q70610399","RedDotMedia",NA,NA
"Q71989376","Alleanza europea","cooperation between France Télévisions, Rai e ZDF",NA
"Q72398335","Prodex",NA,NA
"Q72065903","AFEX",NA,NA
"Q72398598","Allianz Filmproduktion","German film production company",NA
"Q69496204","MadLove Film Factory",NA,NA
"Q78298840","Diaphana Films","film production company",NA
"Q75080275","Estela Films","film production company",NA
"Q72939327","Filmové ateliéry Baťa","film production company",NA
"Q78457904","Archipel 33","film production company",NA
"Q72705397","Lawrence P. Bachmann Productions",NA,NA
"Q78600834","Latitudes Production","film production company",NA
"Q77978088","Basic Cinematografica","film production company",NA
"Q78627586","Mikado Films","French film production company",NA
"Q76965305","Category:Boreal films",NA,NA
"Q76372081","Closed on Mondays Entertainment","production company",NA
"Q78157492","Theo Angelopoulos Film Production","film production company",NA
"Q78158192","Portobello Pictures","film production company",NA
"Q78158792","Hell's Kitchen Productions","film production company",NA
"Q78161755","Roissy Films","film production company",NA
"Q75530678","Temps Noir","French independent film production company specialized in documentaries and fictions",NA
"Q72721584","Wheel Productions",NA,NA
"Q75363587","Ansager & Schnipselmann",NA,NA
"Q78346337","Sarah Radclyffe Productions","film production company",NA
"Q73032302","Springbok Productions",NA,NA
"Q78452725","Vineta Film","film production company",NA
"Q78479795","Monogatari srl","film production company",NA
"Q78507844","Fernando Trueba P. C.","film production company",NA
"Q72602781","Films EF",NA,NA
"Q72603075","Vandor Film",NA,NA
"Q78161761","Productions Le Pont","film production company",NA
"Q73037145","Salem Films Limited",NA,NA
"Q78187298","Alfred Shay Production","film production company",NA
"Q77870207","SaGa Production","film producation company",NA
"Q78345599","ISL Film","film production company",NA
"Q78787529","Roc Media","British film production company",NA
"Q78157176","Pantera Film","film production company",NA
"Q78187279","Independent Pictures","film production company",NA
"Q78467237","Filmes do Tejo Audiovisuals","film production company",NA
"Q78471937","Kroma Productions","film production company",NA
"Q78475820","Trust Film Svenska","film production company",NA
"Q78481057","Classic srl","film production company",NA
"Q74019694","Independent Film Club","Polish film production group",NA
"Q78525381","Passion Munich Ltd","film production company",NA
"Q78158875","Ivan Fíla Filmproduktion","film production company",NA
"Q78609290","Van Lieshout Filmprodukties","film production company",NA
"Q78623812","MMC Movies","film production company",NA
"Q74639437","Diarmo Films","film production company",NA
"Q78507573","Cinetévé","film production company",NA
"Q78790512","PFP Films","film production company",NA
"Q75136598","Ekwanim Productions","production company",NA
"Q78458869","Les Films de la Passerelle","film production company",NA
"Q78625928","Fanes Film","film production company",NA
"Q78523517","13 Productions","film production company",NA
"Q78525543","Danvalley Film AG","film production company",NA
"Q78156601","British Screen","film production company (fl. in the 1980s-2000s)",NA
"Q75742814","Human Factor","Dutch television production company",NA
"Q78612905","Time Slice Films","film production company",NA
"Q78788455","Granada Film","film production company",NA
"Q78623145","UGC Images","film production company",NA
"Q78631751","Las Producciones del Escorpión","film production company",NA
"Q78787466","Kintop Pictures","film production company",NA
"Q77832508","Zodiak Jerzy Hoffman Film Production","Polish film production company",NA
"Q77205820","Endemol Shine Italy","TV production company",NA
"Q75742902","Q75742902",NA,NA
"Q76151997","Q76151997",NA,NA
"Q76936818","Q76936818",NA,NA
"Q73109470","Maar Ton","film production company in Zagreb (c. 1931-1936)",NA
"Q78156573","Dan Films","film production company",NA
"Q78187135","Jean Doumanian Productions","film production company",NA
"Q78524575","Quinte Filmproduktion","film production company",NA
"Q77707203","Capi Films","film production company",NA
"Q78344865","Serendipity Point Films","Canadian film production company",NA
"Q78626362","Seven Pictures","film production company",NA
"Q78161176","Parnasse International","film production company",NA
"Q77977221","Messidor Films","film production company",NA
"Q77978638","Les Productions Lazennec","film production company",NA
"Q78343557","Zero One Film","film production company",NA
"Q78343649","Notting HIll Pictures","film production company",NA
"Q78464790","Dune s.r.l.","film production company",NA
"Q78476123","Liberator Productions","film production company",NA
"Q78157042","Merseyside Film Production Fund","film production company",NA
"Q78161229","Dokument Sarajevo","film production company",NA
"Q78601113","Movimento Production","film production company",NA
"Q78604564","BGB Film","film production company",NA
"Q78625820","Typhoon Films","film production company",NA
"Q78294884","The Butcher Boy Film Production","film production company",NA
"Q78297902","Les Productions Bagheera","film production company",NA
"Q76109684","Adonde Media","podcasts media production company",NA
"Q77730567","MediaLane",NA,NA
"Q78049186","Le Collectif d'artistes BGL",NA,NA
"Q75143577","Legacy Artists","Production company",NA
"Q73106316","George Pal Productions","animation studio in Los Angeles",NA
"Q78631420","Sogecine","Spanish film production company",NA
"Q78623465","Tapioca Films","film production company",NA
"Q78627378","Azor Films","film production company",NA
"Q77976354","Parallax Pictures","film production company",NA
"Q76473287","Rusty Quill","production company",NA
"Q78787654","Bend It Films","film production company",NA
"Q78159044","Avista Film","film production company",NA
"Q72706420","George H. Brown Productions",NA,NA
"Q84266729","LuckyChap Entertainment","American production company","https://en.wikipedia.org/wiki/LuckyChap_Entertainment"
"Q80661507","Parco Film","Italian film production company",NA
"Q79618131","Apocalypso Pictures","film production company",NA
"Q80175359","noirfilm","film production company",NA
"Q85795495","RSVP Movies","Indian film production company","https://en.wikipedia.org/wiki/RSVP_Movies"
"Q81950264","Higher Ground Productions","media production company founded by Barack and Michelle Obama","https://en.wikipedia.org/wiki/Higher_Ground_Productions"
"Q84765510","MoviePlus","film productions company",NA
"Q78792108","Runteam Productions","film production company",NA
"Q80452333","Mobra Films","film production company",NA
"Q80456620","Songbird Pictures","film production company",NA
"Q79615306","Two Brothers Ltd.","film production company (fl. in the 2000s)",NA
"Q79616453","Reverse Angle Production","film production company",NA
"Q85784668","Media Dreams","Indian film production and distribution company","https://en.wikipedia.org/wiki/Media_Dreams"
"Q80547643","Eden Productions","film production company",NA
"Q83379201","Les Valseurs","French production company",NA
"Q80455720","TF1 Films Production","film production company",NA
"Q80661712","Babe Films","French film production company",NA
"Q80174913","Parallel Film Productions","film production company",NA
"Q78793577","ABC Signature Studios","cable and streaming subsidiary of ABC Studios",NA
"Q79395710","Himenoptero","film production company",NA
"Q80175199","Deblokada","film production company",NA
"Q84348528","SSK ARTS","Indian motion picture company",NA
"Q82518253","Brad Lachman Productions","American television production company",NA
"Q78992365","Gimages Films","film production company",NA
"Q85867255","Sola Digital Arts","Japanese animation studio","https://en.wikipedia.org/wiki/Sola_Digital_Arts"
"Q83976694","Neutrinos Productions","German film production company",NA
"Q85738663","87North Productions","American film production company","https://en.wikipedia.org/wiki/87North_Productions"
"Q78790717","Temple Film and Television Productions","film production company",NA
"Q85744869","Bad Wolf","British television production company","https://en.wikipedia.org/wiki/Bad_Wolf_(production_company)"
"Q79617105","Archipel 35","film production company",NA
"Q80349510","Armadillo Film","film production company",NA
"Q79395789","Eyescreen","film production company",NA
"Q78988961","Pain Unlimited","film production company",NA
"Q78792088","Heritage Film","Polish film production company",NA
"Q85763878","GOLDMEDALIST","entertainment agency in South Korea","https://en.wikipedia.org/wiki/Gold_Medalist_(company)"
"Q78903144","Q78903144",NA,NA
"Q79586112","Monkey Kingdom","independent British television production company","https://en.wikipedia.org/wiki/Monkey_Kingdom_(production_company)"
"Q85769683","International Pictures","defunct American film production company","https://en.wikipedia.org/wiki/International_Pictures"
"Q79615668","Fjellape Films","film production company",NA
"Q84266646","Q84266646",NA,NA
"Q78991283","Milestone Production","Canadian film production company",NA
"Q85804196","Super Good Films","Indian film company","https://en.wikipedia.org/wiki/Super_Good_Films"
"Q80174336","Creado Film","film production company",NA
"Q79805044","Pystymetsä","Finnish film production company",NA
"Q79618634","Broth Film","film production company",NA
"Q84554996","Haghefilm",NA,NA
"Q83528889","Lendok Open Film Studio","Soviet and Russian non-fiction film studio","https://en.wikipedia.org/wiki/Lendoc"
"Q78791889","RP Productions","film production company",NA
"Q80291263","SHAMEL MEDIA PRODUCTION AND DISTRIBUTION",NA,NA
"Q78803052","Spætt Film","Norwegian film production company",NA
"Q80177057","EMC Produktion","film production company",NA
"Q80177162","Tornasol Films","film production company",NA
"Q78989274","Slot Machine","film production company",NA
"Q85793324","Piki Films","New Zealand film production company","https://en.wikipedia.org/wiki/Piki_Films"
"Q85783035","Maddock Films","Indian film production company","https://en.wikipedia.org/wiki/Maddock_Films"
"Q80176500","Matador Pictures","film production company",NA
"Q80453700","Dorje Film","film production company",NA
"Q80456350","Okko Production","film production company",NA
"Q80469884","2.4.7. Films","film production company",NA
"Q84554551","Filmfabriek Polygoon","film production company",NA
"Q85739993","Africa Films",NA,"https://en.wikipedia.org/wiki/Africa_Films"
"Q85767116","Hombale Films","Indian film studio","https://en.wikipedia.org/wiki/Hombale_Films"
"Q79395269","Novo Arturo Films","film production company",NA
"Q80455410","TF1 International","film production company",NA
"Q85761690","Forrest Films","American film production company","https://en.wikipedia.org/wiki/Forrest_Films"
"Q78992111","Headforce Ltd.","film production company",NA
"Q80470131","Franche Connection Animations","film production company",NA
"Q78988734","Isabella Films","Dutch film production company",NA
"Q80664764","Bridgit Folman Film Gang","film production company",NA
"Q80803713","Chic Films","film production company",NA
"Q85804726","T-Street Productions","American film and television production company","https://en.wikipedia.org/wiki/T-Street_Productions"
"Q85782820","MD Productions","Pakistani TV & film production company","https://en.wikipedia.org/wiki/MD_Productions"
"Q80804881","Gaumont GmbH",NA,NA
"Q85534250","Bidel Irania","Film production company",NA
"Q82291301","SRAB Films",NA,NA
"Q85792735","Peninsula Pictures","Indian production company","https://en.wikipedia.org/wiki/Peninsula_Pictures"
"Q89200108","12-Gauge Production","film production company",NA
"Q91396313","Vancouver Media","Spanish television production company","https://en.wikipedia.org/wiki/Vancouver_Media"
"Q88973069","Hyperion Productions","Greek film production company",NA
"Q89098675","Close Call Films","film production company",NA
"Q85991846","Balkan Info",NA,"https://en.wikipedia.org/wiki/Balkan_Info"
"Q89037182","Cinéa","film production company",NA
"Q85978106","Little Big Pictures",NA,NA
"Q92187942","youngfilms","German production company",NA
"Q86167468","Production Rose Films","movie making company",NA
"Q88966279","Company X",NA,NA
"Q92739725","RedSeven Entertainment","German TV production company",NA
"Q89197376","Renegade Films","British film production company",NA
"Q86167217","Production Fou de L'Île",NA,NA
"Q86755103","AGBO","film production company founded by the Russo brothers","https://en.wikipedia.org/wiki/AGBO"
"Q89783315","Figment Films","film production company",NA
"Q89361215","Little Brother Productions","British production company",NA
"Q89029986","Ciné B","French film production company",NA
"Q89099168","Renaissance Films","British film production company",NA
"Q85873176","Synergy Art Production","Egyptian art production company",NA
"Q89097823","Compagnie Éric Rohmer","French film production company",NA
"Q94844631","Edelman Productions",NA,NA
"Q86727941","Lorimar Film Entertainment",NA,NA
"Q88296669","Calach Films",NA,NA
"Q89045213","Prokino","German film production company and distributor",NA
"Q85977017","Dexter Studios","South Korean film production company",NA
"Q92135287","Telesaurus",NA,NA
"Q93277417","Brutal Media",NA,NA
"Q89037335","Orsans Production","film production company",NA
"Q89028257","Charon Film","Swedish film production company",NA
"Q91336376","Film 44","American film and television production company",NA
"Q88889010","CineNomad","film production company",NA
"Q88887980","Iblis Films","Belgian film production company",NA
"Q88966997","Aim Rain Limited","film production company",NA
