"QID","itemLabel","itemDescription"
"Q10430717","Q10430717","2003 film by Jacob Westerberg and Marcus Bredberg"
"Q10475348","Q10475348","1997 film by Kjell Sundvall"
"Q10470901","Dream of the Red Chamber","2007 film (symphony version)"
"Q10470926","Dream of the Red Chamber","2007 film (Classic version)"
"Q10405188","Ali","1981 film by Muammer Özer"
"Q10478792","EBB the movie","1998 film"
"Q10395526","Q10395526","1976 film by Ricardo Costa"
"Q10382890","Q10382890","2010 film by André Garolli"
"Q10408522","Q10408522","1913 film by John Bergqvist"
"Q10387344","Q10387344","1967 film by Luis Sérgio Person"
"Q10373674","Speechless","2011 American gay pornographic film"
"Q10467238","Davis Cup","1946 film"
"Q10438045","Q10438045","1977 film by Kjell Sundvall"
"Q10382726","Titanic 3D","2012 film by James Cameron"
"Q10398448","Paytakht 2","Season 2 of paytakht (Capital) series"
"Q10482219","Q10482219","1910 film by Robert Olsson"
"Q10478627","Dead or Not","documentary film"
"Q10342024","Q10342024","1968 film by Carlos Alberto Prates Correia"
"Q10363578","Q10363578","2011 film by Vladimir Carvalho"
"Q10382137","This Delicate Film We've Made","2009 film by Richard Cullen"
"Q10354267","Q10354267","2009 film by Alessandro Buzo"
"Q10419065","Q10419065","2007 film directed by Hiroyuki Yano"
"Q10470096","Q10470096","1953 film by Arne Mattsson"
"Q10424655","Q10424655","1961 film by Peter Weiss"
"Q10468575","Q10468575","1976 film by Ulf von Strauss"
"Q10430282","The White Gold Dragon","1933 film"
"Q10502844","Garage Girls","1982 film"
"Q10487501","Sex to Kill the Devil","Cantonese opera and film"
"Q10494920","Q10494920","film"
"Q10495180","Q10495180","1913 film"
"Q10499913","Q10499913","2004 film"
"Q10499680","Q10499680","1981 film"
"Q10515565","Q10515565","film"
"Q10494580","Q10494580","2006 film by Claes Eriksson"
"Q10542745","Q10542745","1987 film"
"Q10544159","Q10544159","2007 film"
"Q10552165","Q10552165","2008 film"
"Q10556215","Q10556215","film"
"Q10543198","Q10543198","1978 film"
"Q10520643","Q10520643","1912 film by Poul Welander"
"Q10564159","Q10564159","film"
"Q10526595","Q10526595","1931 film by George Schnéevoigt"
"Q10531531","Q10531531","1915 film by Edmond Hansen"
"Q10533118","Q10533118","1939 film by Gunnar Skoglund"
"Q10583833","Q10583833","2006 film"
"Q10567393","Q10567393","1967 film"
"Q10605079","Q10605079","2004 film"
"Q10590170","Q10590170","1978 film"
"Q10611257","Q10611257","film"
"Q10622397","Q10622397","2000 film by Pål Hollender"
"Q10585538","Minnie's Greatest Hits","1997 film"
"Q10483439","Q10483439","1913 film by Mauritz Stiller"
"Q10524745","Q10524745","1961 film by Yngve Gamlin"
"Q10562435","Q10562435","2006 film by Tom Alandh"
"Q10585628","Q10585628","2007 film by Nathanel Goldman"
"Q10492891","Q10492891","1941 film by Gösta Roosling"
"Q10499806","Q10499806","1943 film by Torsten Bergström"
"Q10586821","Q10586821","2000 film by Ingela Lekfalk"
"Q10592861","Q10592861","1975 film by Georg af Klercker"
"Q10605098","Q10605098","1989 film by Anders Wällhed"
"Q10576351","Mando Diao - Down in the Past","2006 film"
"Q10489427","Q10489427","2007 film by Bengt Jägerskog"
"Q10496740","Q10496740","1954 film by Robert Brandt"
"Q10608209","Oldsmobile","1982 film by Kjell Sundvall"
"Q10522524","Q10522524","1924 film by Pauline Brunius"
"Q10554226","Q10554226","1913 film by John Bergqvist"
"Q10483332","Q10483332","1921 film by Erik Wilhelm Olson"
"Q10527254","Q10527254","2007 film by Kim Hiorthøy"
"Q10532079","Q10532079","1965 film by Jan Halldoff"
"Q10587708","Q10587708","1977 film by Mac Ahlberg"
"Q10493930","Q10493930","2010 film by Gregor Nowinski"
"Q10585617","Min kamp mot tiden","2004 Swedish documentary film"
"Q10517331","Q10517331","1928 film by Ragnar Hyltén-Cavallius"
"Q10535684","Q10535684","1997 film by Jonas Felixon"
"Q10605145","Q10605145","1961 film by Gardar Sahlberg"
"Q10489434","Q10489434","1964 film by Jan Lindblad"
"Q10531684","Q10531684","1979 film by Carl-Uno Sjöblom"
"Q10811136","RVS","film"
"Q10840561","Night of Long Tri festival","Vietnamese history movie (1989)"
"Q10695699","The Number of the Beast","1982 film"
"Q10749595","The Ghost of Hui Family","1973 film"
"Q10780352","Life of a Flower","film"
"Q10780006","Q10780006",NA
"Q10780353","Q10780353","Vietnamese history movie (1990)"
"Q10677115","Staden vid vattnet","1955 film by Lars-Eric Kjellgren"
"Q10842875","Q10842875","1997 film directed by Dawood Mirbagheri"
"Q10834218","Vị đắng tình yêu","Vietnamese film 1990"
"Q10701564","Tre 300-åriga städer","1943 film by Gösta Werner"
"Q10656464","Q10656464","1932 film"
"Q10668919","Q10668919","2003 film"
"Q10669627","Q10669627","2003 film"
"Q10654987","Q10654987","1941 film"
"Q10672674","Q10672674","1993 film"
"Q10675899","Q10675899","2012 film"
"Q10688316","Q10688316","2001 film"
"Q10698068","Q10698068","2006 film"
"Q10698067","Q10698067","1999 film"
"Q10673075","Q10673075","1955 film"
"Q10693441","Q10693441","1953 film"
"Q10701966","Q10701966","2003 film"
"Q10688319","Q10688319","1951 film"
"Q10706434","Q10706434","2001 film"
"Q10684911","Q10684911","1950 film"
"Q10710192","Q10710192","film"
"Q10710357","Q10710357","1998 film"
"Q10712542","Q10712542","film"
"Q10693439","Q10693439","1950 film"
"Q10679342","Q10679342","1919 film by Ernst Klein"
"Q10698063","Q10698063","1990 film by Jonas Jonasson"
"Q10698071","Q10698071","1979 film by Jan Halldoff"
"Q10748751","Q10748751","1980 film"
"Q10748694","Q10748694","film"
"Q10710345","Q10710345","1916 film by Georg af Klercker"
"Q10711444","Q10711444","1970 film by Jan Halldoff"
"Q10711915","Q10711915","1979 film by Jan Halldoff"
"Q10729174","Q10729174","1898 film by Jan Kříženecký"
"Q10788687","Q10788687","2009 film"
"Q10800450","Q10800450","film"
"Q10831876","Q10831876","2010 film"
"Q10844630","Q10844630","Wikimedia list article"
"Q10844791","Q10844791","Wikimedia list article"
"Q10844898","Q10844898","Wikimedia list article"
"Q10845480","Q10845480","Wikimedia list article"
"Q10843239","Q10843239","film"
"Q10844510","Q10844510","film"
"Q10844768","Q10844768","film"
"Q10844854","Q10844854","film"
"Q10844882","Q10844882","film"
"Q10845044","Q10845044","film"
"Q10845083","Q10845083","film"
"Q10845223","Q10845223","film"
"Q10845392","Q10845392","film"
"Q10845447","Q10845447","film"
"Q10717285","ChatSua","1958 film"
"Q10663054","Q10663054","2009 film by Krister Classon"
"Q10684690","Q10684690","1926 film by Albin Malmström"
"Q10705289","Q10705289","1956 film by John Bergqvist"
"Q10713232","Q10713232","2011 film by Anders Wahlgren"
"Q10742119","Q10742119","1973 film directed by Trần Đắc"
"Q10682047","Q10682047","1982 film by Clas Lindberg"
"Q10833312","Swordsman Online","2007 vietnamese wuxia film"
"Q10663753","School of Sensitivity","1996 film"
"Q10788847","Hippocratic Oath","2001 Vietnamese film"
"Q10657722","Q10657722","2012 film by Jonas Selberg Augustsén"
"Q10678011","Q10678011","1990 film by Anders Wällhed"
"Q10671238","Q10671238","1903 film by Ernest Florman"
"Q10794608","Monroe","Romance comedy film"
"Q10725971","Q10725971","2010 film by Margreth Olin"
"Q10658569","Räven","2010 film"
"Q10672434","Q10672434","1967 film by Gustaf Molander"
"Q10684283","Q10684283","Swedish documentary film from 2010"
"Q10701675","Q10701675","2010 film by Mikhail Leontyev"
"Q10723814","Q10723814","1991 film by Håkan Bjerking"
"Q10678017","Stefan Everts Stairway to glory","film"
"Q10715160","Vietnam 1969","2003 film"
"Q10731135","Who Is the Champion?","2003 film"
"Q10749591","The Welldeserved Fox","film"
"Q10757648","In the Shade of Trees","2011 film"
"Q10694569","Textilarna","1948 Swedish film by Egil Holmsen"
"Q10833105","Cards on the Table","1982-1987 films"
"Q10705415","Q10705415","1967 film by Lasse Hallström"
"Q10710513","Q10710513","1995 film by Per Zetterfalk"
"Q10712610","Q10712610","1935 film by Gunnar Skoglund"
"Q10695848","The Truth and Lies of 9-11","2002 film"
"Q10832852","Q10832852","1955 film by Roman Karmen"
"Q10673150","Solen i ögonen","2008 documentary and concert video about Lars Winnerbäck directed by Magnus Gertten"
"Q10655461","Q10655461","2004 film by Jonas Alarik"
"Q10669668","Q10669668","1922 film by Gösta Nohre"
"Q10673130","Q10673130","1989 film by Håkan Bjerking"
"Q10701585","Q10701585","1925 film by Carl Barcklind"
"Q10840985","We Shoot with Love","2009 film by Tomáš Bařina"
"Q10833100","Q10833100","1986 film by Rüfat Şabanov"
"Q10649153","Q10649153","2000 film by Alexander Karim"
"Q10743647","Bỗng dưng muốn khóc","2008 Vietnamese drama serie"
"Q10718753","Q10718753","1936 film by Gunnar Skoglund"
"Q10676845","St. Louis Blues","film"
"Q10748752","Q10748752","Vietnamese war-movie"
"Q10923331","Q10923331","1985 film directed by Takeshi Shirato"
"Q10923337","Q10923337","1986 film directed by Hiroki Shibata"
"Q10969448","Q10969448","1953 film by Baldev Raj Chopra"
"Q10955426","Iruvattam Manavaatti","2005 film"
"Q10960103","Small Flower","Chinese film"
"Q10923336","Spooky Kitaro: Yokai Express! The Phantom Train","film"
"Q10921850","Doraemon Comes Back","1998 film by Ayumu Watanabe"
"Q10957831","Little Soldier Zhang Ga","2005 film"
"Q10957294","Adam, Eve and Datsa","2011 film directed by Wyne"
"Q10893058","Six Dreams","book and film"
"Q10921858","A Blue Straw Hat","1994 film"
"Q10889274","Q10889274","film"
"Q10890524","Q10890524","film"
"Q10891946","Q10891946","film"
"Q10896476","Q10896476","2012 film"
"Q10900861","Q10900861","2010 film"
"Q10898734","Q10898734","film"
"Q10904563","Q10904563","1993 film"
"Q10904523","Q10904523","film"
"Q10920545","Q10920545","film"
"Q10922149","Q10922149","film"
"Q10923333","Q10923333","film"
"Q10925550","Q10925550","film"
"Q10926948","Q10926948","film"
"Q10931103","Q10931103","2010 film"
"Q10936776","Q10936776","film"
"Q10936940","Q10936940","film"
"Q10936941","Q10936941","film"
"Q10926755","Q10926755","1983 film"
"Q10938517","Q10938517","film"
"Q10938805","Q10938805","film"
"Q10939379","Q10939379","film"
"Q10894473","Q10894473","film directed by Gao Xixi"
"Q10941836","Q10941836","1993 film"
"Q10938537","Q10938537","2004 film"
"Q10938058","Q10938058","1990 film"
"Q10901150","Q10901150","2012 film by Patrick Kong"
"Q10947646","Q10947646","1957 film"
"Q10949031","Q10949031","1957 film"
"Q10949904","Q10949904","film"
"Q10954666","Q10954666","1961 film"
"Q10951424","Q10951424","1960 film"
"Q10951472","Q10951472","1960 film"
"Q10954513","Q10954513","film"
"Q10959899","Q10959899","2006 film"
"Q10959340","Q10959340","1947 film"
"Q10961269","Q10961269","1949 film"
"Q10959076","Q10959076","film"
"Q10962570","Q10962570","1947 film"
"Q10958511","Q10958511","1966 film"
"Q10959888","Q10959888","1952 film"
"Q10962195","Q10962195","1952 film"
"Q10962338","Q10962338","1952 film"
"Q10952251","Q10952251","1962 film"
"Q10953242","Q10953242","1962 film"
"Q10953579","Q10953579","1962 film"
"Q10955615","Q10955615","1963 film"
"Q10959543","Q10959543","1951 film"
"Q10966894","Q10966894","1952 film"
"Q10930264","Q10930264","2008 film by Kentarō Ōtani"
"Q10961683","Q10961683","1945 film"
"Q10957151","Q10957151","1963 film"
"Q10948937","Q10948937","1956 film"
"Q10959194","Q10959194","1939 film"
"Q10967181","Q10967181","1945 film"
"Q10961360","Q10961360","1948 film"
"Q10961728","Q10961728","1948 film"
"Q10962173","Q10962173","1948 film"
"Q10959937","Q10959937","1946 film"
"Q10960277","Q10960277","1940 film"
"Q10962517","Q10962517","1946 film"
"Q10960511","Q10960511","1942 film"
"Q10967097","Q10967097","1950 film"
"Q10962855","Q10962855","1955 film"
"Q10961454","Q10961454","1954 film"
"Q10961340","Neela Kuyil","1995 film by Alleppey Ashraf"
"Q10935588","Tiger Woohoo","2010 film"
"Q10945360","Fire In Silence","film"
"Q10904430","Q10904430","2012 Chinese television series"
"Q10899322","Q10899322","film directed by Akiyuki Shinbo"
"Q10911776","The Treaty of Double Bed","film"
"Q10932048","The Summer Time","2011 film"
"Q10967439","Q10967439","2004 film by Andriy Donchyk"
"Q10901472","A Page of History","1941 documentary shot by Lai Man-Wai"
"Q10923334","Q10923334","film directed by Osamu Kasai"
"Q10923339","Q10923339","1986 film directed by Yūgo Serikawa"
"Q10959112","Q10959112","1944 film by Gajanan Jagirdar"
"Q10900624","Q10900624","1959 film directed by Hiroshi Inagaki"
"Q10948865","Q10948865","1956 film by Sohrab Modi"
"Q10923224","Q10923224","1979 film directed by Xie Jin"
"Q10928188","Q10928188","film directed by Atsushi Kaneshige"
"Q10938128","Fight for Nanjing, Shanghai and Hangzhou","1999 film"
"Q10954374","1244","2004 film"
"Q10939092","City of Dreams","2012 film"
"Q10940827","The Bird of Prey","film"
"Q10936196","Decisive Battle","1980s Chinese films trilogy"
"Q10894960","A Disquised Superstar","2004 film"
"Q10947262","An Jung Gung Shoots Ito Hirobumi","film"
"Q10942759","Q10942759","1969 film directed by Kimiyoshi Yasuda"
"Q10943028","Q10943028","2008 film directed by Akinori Nagaoka"
"Q11021963","The Cottage","television and movie drama series durected by Yoichiro Hayama"
"Q10970671","Q10970671","1949 film"
"Q10972486","Q10972486","1947 film"
"Q10971684","Q10971684","1953 film"
"Q10970600","Q10970600","1952 film"
"Q10971186","Q10971186","1952 film"
"Q10972857","Q10972857","1952 film"
"Q10997580","Q10997580","1980 film"
"Q10969515","Q10969515","1946 film"
"Q10972961","Q10972961","1950 film"
"Q10999193","Q10999193","1980 film"
"Q10971032","Q10971032","1946 film"
"Q11000772","Q11000772","1980 film"
"Q10969674","Q10969674","1955 film"
"Q10994289","Q10994289","1979 film"
"Q11004123","Q11004123","1980 film"
"Q11004317","Q11004317","1980 film"
"Q10971236","Q10971236","1954 film"
"Q10971883","Q10971883","1954 film"
"Q11007599","Q11007599","1980 film"
"Q11001467","Q11001467","1979 film"
"Q11010150","Q11010150","1980 film"
"Q11010445","Q11010445","1980 film"
"Q10990107","Q10990107","1974 film"
"Q11005016","Q11005016","1979 film"
"Q11013256","Q11013256","1980 film"
"Q11005554","Q11005554","1979 film"
"Q11014509","Q11014509","1980 film"
"Q11006987","Q11006987","1979 film"
"Q11014668","Q11014668","1984 film"
"Q10992784","Q10992784","1975 film"
"Q11016098","Q11016098","1984 film"
"Q11016559","Q11016559","1984 film"
"Q11016679","Q11016679","1984 film"
"Q11016791","Q11016791","1984 film"
"Q11018157","Q11018157","1984 film"
"Q11001174","Q11001174","1978 film"
"Q11021562","Q11021562","1986 film"
"Q11005783","Q11005783","1982 film"
"Q11003375","Q11003375","1978 film"
"Q11007997","Q11007997","1981 film"
"Q11024991","Q11024991","1986 film"
"Q11008750","Q11008750","1981 film"
"Q11008883","Q11008883","1981 film"
"Q11008923","Q11008923","1981 film"
"Q11009387","Q11009387","1981 film"
"Q11026588","Q11026588","1986 film"
"Q11010663","Q11010663","1982 film"
"Q11007468","Q11007468","1978 film"
"Q11027074","Q11027074","1986 film"
"Q11011196","Q11011196","1982 film"
"Q11011857","Q11011857","1982 film"
"Q11028600","Q11028600","1986 film"
"Q11028143","Q11028143","film"
"Q11012828","Q11012828","1982 film"
"Q11017976","Q11017976","1983 film"
"Q11018064","Q11018064","1983 film"
"Q11029702","Q11029702","1986 film"
"Q11029751","Q11029751","1986 film"
"Q11030677","Q11030677","1986 film"
"Q11015766","Q11015766","1982 film"
"Q11032364","Q11032364","1986 film"
"Q11032567","Q11032567","1986 film"
"Q11021508","Q11021508","1983 film"
"Q11022341","Q11022341","1983 film"
"Q11019416","Q11019416","1985 film"
"Q11022766","Q11022766","1985 film"
"Q11023248","Q11023248","1985 film"
"Q11023717","Q11023717","1985 film"
"Q11024095","Q11024095","1985 film"
"Q11025146","Q11025146","1985 film"
"Q11025281","Q11025281","1985 film"
"Q11026431","Q11026431","1985 film"
"Q11027136","Q11027136","1985 film"
"Q11004371","Q11004371","1980 film by Khwaja Ahmad Abbas"
"Q11027620","Q11027620","1985 film"
"Q11028858","Q11028858","1985 film"
"Q11028901","Q11028901","1985 film"
"Q11001887","Q11001887","1978 film by I. S. Johar"
"Q11024195","Q11024195","1985 film by Amol Palekar"
"Q11011916","Q11011916","1982 film by J. Om Prakash"
"Q11028345","Q11028345","1986 film by Mahesh Bhatt"
"Q11025428","Q11025428","1986 film by Basu Chatterjee"
"Q11024431","Q11024431","1984 film by Rama Narayanan"
"Q11013497","Q11013497","1982 film by Muzaffar Ali"
"Q10980098","Q10980098","film directed by Kihachi Okamoto"
"Q10995185","Q10995185","1979 film by Harmesh Malhotra"
"Q11022108","Q11022108","1984 film by Aparna Sen"
"Q11001811","Q11001811","1978 film by Mahesh Bhatt"
"Q11016243","Q11016243","1984 film by Tinnu Anand"
"Q11017020","Q11017020","1984 film by Raj Khosla"
"Q11018440","Q11018440","1984 film by Utpal Dutt"
"Q11019331","Q11019331","1980 film by Ketan Mehta"
"Q11002971","Q11002971","1981 film by David Dhawan"
"Q11009743","Q11009743","1980 film by Anil Ganguly"
"Q11015037","Q11015037","1981 film directed by Raj Khosla"
"Q11019927","Q11019927","1985 film by Hrishikesh Mukherjee"
"Q11006780","Muddina Maava","1993 film by Sai Prakash"
"Q11030521","Q11030521","2005 film by Mohamed Abderrahman Tazi"
"Q11018936","Q11018936","1982 film by Kishore Kumar"
"Q11043687","Q11043687","1989 film directed by Padmini"
"Q11072348","Happy Family Car","animated sitcom"
"Q11049650","Man in Blues","2003 film"
"Q11033590","Q11033590","1987 film"
"Q11035057","Q11035057","1986 film"
"Q11035260","Q11035260","film"
"Q11032922","Q11032922","1969 film"
"Q11036481","Q11036481","2004 film"
"Q11033835","Q11033835","1988 film"
"Q11046548","Q11046548","1991 film"
"Q11046826","Q11046826","1991 film"
"Q11048336","Q11048336","1991 film"
"Q11048580","Q11048580","1991 film"
"Q11037173","Q11037173","1988 film"
"Q11051713","Q11051713","1993 film"
"Q11039272","Q11039272","1988 film"
"Q11051857","Q11051857","1991 film"
"Q11052253","Q11052253","1991 film"
"Q11040439","Q11040439","1988 film"
"Q11040548","Q11040548","1988 film"
"Q11042189","Q11042189","1989 film"
"Q11041155","Q11041155","1988 film"
"Q11044268","Q11044268","1990 film"
"Q11044545","Q11044545","1990 film"
"Q11043532","Q11043532","1989 film"
"Q11044418","Q11044418","1994 film"
