"QID","lang"
"Q5359434","Turkish"
"Q5366221","Danish"
"Q5361760","Sichuanese"
"Q5358400","Mandarin Chinese"
"Q5215479","German"
"Q5215364","English"
"Q5215388","English"
"Q5215414","English"
"Q5215445","English"
"Q5215486","English"
"Q5215491","English"
"Q5215538","English"
"Q5215539","English"
"Q5215567","English"
"Q5215583","English"
"Q5215765","English"
"Q5215795","English"
"Q5215989","English"
"Q5216000","English"
"Q5216005","English"
"Q5216015","English"
"Q5216013","English"
"Q5216019","English"
"Q5216023","English"
"Q5216024","English"
"Q5216029","English"
"Q5216038","English"
"Q5216041","English"
"Q5216071","English"
"Q5216077","English"
"Q5216093","English"
"Q5216101","English"
"Q5216118","English"
"Q5216127","English"
"Q5216130","English"
"Q5216131","English"
"Q5216128","English"
"Q5216136","English"
"Q5216142","English"
"Q5216154","English"
"Q5216152","English"
"Q5216156","English"
"Q5216160","English"
"Q5216410","English"
"Q5216604","English"
"Q5216959","English"
"Q5221651","German"
"Q5219446","English"
"Q5219496","English"
"Q5220163","English"
"Q5220164","English"
"Q5220165","English"
"Q5220491","English"
"Q5220932","English"
"Q5221134","English"
"Q5221132","English"
"Q5221136","English"
"Q5221189","English"
"Q5223232","Thai"
"Q5223252","Thai"
"Q5221751","English"
"Q5222301","English"
"Q5222471","English"
"Q5222504","English"
"Q5222802","English"
"Q5222928","English"
"Q5223127","English"
"Q5223136","English"
"Q5223159","English"
"Q5223162","English"
"Q5223177","English"
"Q5223193","English"
"Q5223197","English"
"Q5223232","English"
"Q5223240","English"
"Q5223251","English"
"Q5223262","English"
"Q5223263","English"
"Q5223272","English"
"Q5223277","English"
"Q5223319","English"
"Q5216003","Cantonese"
"Q5215487","Korean"
"Q5216155","Korean"
"Q5215659","Kannada"
"Q5215755","Kannada"
"Q5222557","Chadian Arabic"
"Q5215958","Japanese"
"Q5215391","Tamil"
"Q5221132","Italian"
"Q5221136","Italian"
"Q5217057","Arabic"
"Q5222350","Romanian"
"Q5221227","French"
"Q5222795","Urdu"
"Q5215390","Hindi"
"Q5221053","Hindi"
"Q5222008","Hindi"
"Q5222400","Hindi"
"Q5222407","Hindi"
"Q5220075","Malayalam"
"Q5221958","Spanish"
"Q5222196","Spanish"
"Q5216112","Standard Mandarin"
"Q5424578","English"
"Q5428619","German"
"Q5426685","English"
"Q5427260","English"
"Q5427460","English"
"Q5427920","English"
"Q5431829","Portuguese"
"Q5428295","English"
"Q5428314","English"
"Q5428363","English"
"Q5428361","English"
"Q5428376","English"
"Q5428383","English"
"Q5428394","English"
"Q5428410","English"
"Q5428498","English"
"Q5428503","English"
"Q5428507","English"
"Q5432191","German"
"Q5428610","English"
"Q5428619","English"
"Q5428629","English"
"Q5428642","English"
"Q5428643","English"
"Q5428641","English"
"Q5429259","English"
"Q5429327","English"
"Q5429331","English"
"Q5429353","English"
"Q5429741","English"
"Q5429787","English"
"Q5429795","English"
"Q5429796","English"
"Q5431454","Thai"
"Q5433501","Portuguese"
"Q5430995","English"
"Q5431021","English"
"Q5431189","English"
"Q5431243","English"
"Q5431272","English"
"Q5431279","English"
"Q5431304","English"
"Q5431466","English"
"Q5431513","English"
"Q5431567","English"
"Q5431710","English"
"Q5432040","English"
"Q5432265","English"
"Q5432300","English"
"Q5432338","English"
"Q5432365","English"
"Q5432368","English"
"Q5432374","English"
"Q5432373","English"
"Q5432626","English"
"Q5432640","English"
"Q5432655","English"
"Q5432657","English"
"Q5432746","English"
"Q5432883","English"
"Q5432961","English"
"Q5433032","English"
"Q5433095","English"
"Q5433287","English"
"Q5433630","English"
"Q5433655","English"
"Q5433674","English"
"Q5433712","English"
"Q5433808","English"
"Q5429852","Korean"
"Q5433273","Korean"
"Q5428619","Persian"
"Q5428310","Japanese"
"Q5428619","Dutch"
"Q5430982","Japanese"
"Q5431005","Japanese"
"Q5432046","Japanese"
"Q5433707","Japanese"
"Q5431272","Zulu"
"Q5429155","Italian"
"Q5432371","Arabic"
"Q5431867","Romanian"
"Q5433423","Ukrainian"
"Q5427562","French"
"Q5432955","French"
"Q5433000","French"
"Q5433750","French"
"Q5431909","Swedish"
"Q5432146","Russian"
"Q5427561","Hindi"
"Q5433024","Hindi"
"Q5431872","Czech"
"Q5427557","Bangla"
"Q5432822","Bangla"
"Q5429097","Spanish"
"Q5432922","Spanish"
"Q5432921","Spanish"
"Q5428649","Danish"
"Q5432968","Danish"
"Q5431593","Marathi"
"Q5135633","English"
"Q5135727","English"
"Q5135725","English"
"Q5135765","English"
"Q5135775","English"
"Q5136030","English"
"Q5136241","English"
"Q5136529","English"
"Q5136551","English"
"Q5137606","English"
"Q5141658","Portuguese"
"Q5138221","English"
"Q5138274","English"
"Q5139014","English"
"Q5139122","English"
"Q5139127","English"
"Q5139490","English"
"Q5139603","English"
"Q5139708","English"
"Q5139942","English"
"Q5140029","English"
"Q5140055","English"
"Q5140095","English"
"Q5140092","English"
"Q5140097","English"
"Q5140101","English"
"Q5140478","English"
"Q5140913","English"
"Q5141012","English"
"Q5141326","English"
"Q5141598","English"
"Q5142240","English"
"Q5142251","English"
"Q5142282","English"
"Q5142396","English"
"Q5142420","English"
"Q5145087","English"
"Q5145864","English"
"Q5146228","English"
"Q5146355","English"
"Q5146445","English"
"Q5146457","English"
"Q5147489","English"
"Q5147716","English"
"Q5139690","Cantonese"
"Q5146533","Kannada"
"Q5139218","Japanese"
"Q5140529","Japanese"
"Q5137566","Polish"
"Q5141505","Tamil"
"Q5146208","Telugu"
"Q5140857","French"
"Q5139651","Swedish"
"Q5142399","Norwegian"
"Q5146394","Hindi"
"Q5146392","Hindi"
"Q5138961","Malayalam"
"Q5139308","Malayalam"
"Q5139691","Malayalam"
"Q5146205","Malayalam"
"Q5146209","Malayalam"
"Q5146459","Malayalam"
"Q5137298","Spanish"
"Q5139132","Spanish"
"Q5139293","Spanish"
"Q5141055","Spanish"
"Q5141337","Spanish"
"Q5141750","Indonesian"
"Q5142187","Standard Mandarin"
"Q5470586","German"
"Q5474270","Portuguese"
"Q5471072","English"
"Q5471600","English"
"Q5475673","German"
"Q5472177","English"
"Q5472208","English"
"Q5472434","English"
"Q5472705","English"
"Q5472874","English"
"Q5472876","English"
"Q5472887","English"
"Q5472978","English"
"Q5472992","English"
"Q5472997","English"
"Q5473654","English"
"Q5474148","English"
"Q5474161","English"
"Q5475040","English"
"Q5475126","English"
"Q5475145","English"
"Q5475167","English"
"Q5475165","English"
"Q5475169","English"
"Q5475202","English"
"Q5475200","English"
"Q5475249","English"
"Q5475255","English"
"Q5475256","English"
"Q5475263","English"
"Q5475378","English"
"Q5475534","English"
"Q5475537","English"
"Q5475629","English"
"Q5475706","English"
"Q5476823","English"
"Q5477105","English"
"Q5477137","English"
"Q5477150","English"
"Q5477180","English"
"Q5477255","English"
"Q5477334","English"
"Q5477457","English"
"Q5477577","English"
"Q5477735","English"
"Q5477779","English"
"Q5477938","English"
"Q5477959","English"
"Q5478692","English"
"Q5478962","English"
"Q5475581","Korean"
"Q5477317","Korean"
"Q5477710","Korean"
"Q5474657","Japanese"
"Q5477656","Japanese"
"Q5473991","Polish"
"Q5477817","Catalan"
"Q5475190","Tamil"
"Q5474120","Arabic"
"Q5475637","Arabic"
"Q5472864","French"
"Q5475637","French"
"Q5475762","French"
"Q5475151","Swedish"
"Q5477852","Swedish"
"Q5479647","Swedish"
"Q5479720","Swedish"
"Q5475593","Hindi"
"Q5476570","Hindi"
"Q5475391","Czech"
"Q5475190","Malayalam"
"Q5473024","Spanish"
"Q5473847","Spanish"
"Q5473919","Spanish"
"Q5474037","Spanish"
"Q5474151","Spanish"
"Q5475227","Spanish"
"Q5476072","Spanish"
"Q5476703","Spanish"
"Q5477262","Spanish"
"Q5477643","Spanish"
"Q5477817","Spanish"
"Q5477865","Spanish"
"Q5479791","Spanish"
"Q5474076","Finnish"
"Q5474196","Finnish"
"Q5475569","Finnish"
"Q5475792","Finnish"
"Q5476367","Finnish"
"Q5478063","Finnish"
"Q5478080","Finnish"
"Q5478452","Finnish"
"Q5478716","Finnish"
"Q5478743","Finnish"
"Q5478837","Finnish"
"Q5479580","Finnish"
"Q5480069","Finnish"
"Q5480344","Finnish"
"Q5472779","Hebrew"
"Q5475451","Standard Mandarin"
"Q5368750","Portuguese"
"Q5370113","Portuguese"
"Q5366828","English"
"Q5366853","English"
"Q5367072","English"
"Q5367175","English"
"Q5368033","English"
"Q5368741","English"
"Q5368751","English"
"Q5369173","English"
"Q5370137","English"
"Q5370150","English"
"Q5370572","English"
"Q5370580","English"
"Q5370605","English"
"Q5370658","English"
"Q5370669","English"
"Q5371522","English"
"Q5372026","English"
"Q5372496","English"
"Q5372694","English"
"Q5372816","English"
"Q5372954","English"
"Q5373107","English"
"Q5373384","English"
"Q5373662","English"
"Q5373763","English"
"Q5373950","English"
"Q5374189","English"
"Q5374209","English"
"Q5374307","English"
"Q5374604","English"
"Q5374721","English"
"Q5370555","Korean"
"Q5367905","Kannada"
"Q5366918","Japanese"
"Q5366998","Japanese"
"Q5367677","Japanese"
"Q5368427","Japanese"
"Q5368526","Japanese"
"Q5368843","Japanese"
"Q5368871","Japanese"
"Q5369347","Japanese"
"Q5371391","Japanese"
"Q5374955","Tamil"
"Q5374952","Tamil"
"Q5374982","Tamil"
"Q5374983","Tamil"
"Q5374981","Tamil"
"Q5374986","Tamil"
"Q5374991","Tamil"
"Q5374992","Tamil"
"Q5375010","Tamil"
"Q5375011","Tamil"
"Q5375009","Tamil"
"Q5375019","Tamil"
"Q5375022","Tamil"
"Q5375020","Tamil"
"Q5375175","Tamil"
"Q5375176","Tamil"
"Q5375177","Tamil"
"Q5374095","Arabic"
"Q5372649","French"
"Q5367686","Norwegian"
"Q5375064","Norwegian"
"Q5367785","Hungarian"
"Q5373612","Hungarian"
"Q5367462","Malayalam"
"Q5368174","Malayalam"
"Q5367231","Spanish"
"Q5368116","Spanish"
"Q5370202","Spanish"
"Q5370200","Spanish"
"Q5370204","Spanish"
"Q5370205","Spanish"
"Q5374718","Spanish"
"Q5375017","Spanish"
"Q5375047","Spanish"
"Q5375050","Spanish"
"Q5375054","Spanish"
"Q5375055","Spanish"
"Q5375053","Spanish"
"Q5375058","Spanish"
"Q5375056","Spanish"
"Q5375083","Spanish"
"Q5375081","Spanish"
"Q5375084","Spanish"
"Q5375088","Spanish"
"Q5375093","Spanish"
"Q5375110","Spanish"
"Q5375112","Spanish"
"Q5375113","Spanish"
"Q5375063","Danish"
"Q5375061","Danish"
"Q5375091","Danish"
"Q5375096","Danish"
"Q5375108","Danish"
"Q5375123","Greek"
"Q5375142","Greek"
"Q5374621","Mandarin Chinese"
"Q5434641","German"
"Q5435051","German"
"Q5436846","German"
"Q5433845","English"
"Q5433858","English"
"Q5434031","English"
"Q5434035","English"
"Q5434155","English"
"Q5434158","English"
"Q5434157","English"
"Q5434172","English"
"Q5434311","English"
"Q5434525","English"
"Q5434586","English"
"Q5434597","English"
"Q5434979","English"
"Q5435001","English"
"Q5435009","English"
"Q5435039","English"
"Q5435430","English"
"Q5435507","English"
"Q5435687","English"
"Q5436861","English"
"Q5436898","English"
"Q5436902","English"
"Q5436903","English"
"Q5436904","English"
"Q5436924","English"
"Q5436935","English"
"Q5436944","English"
"Q5436957","English"
"Q5436993","English"
"Q5436999","English"
"Q5437014","English"
"Q5437015","English"
"Q5437012","English"
"Q5437071","English"
"Q5437142","English"
"Q5437197","English"
"Q5437219","English"
"Q5437222","English"
"Q5437280","English"
"Q5437289","English"
"Q5437295","English"
"Q5437298","English"
"Q5437345","English"
"Q5437541","English"
"Q5437545","English"
"Q5437548","English"
"Q5437557","English"
"Q5437571","English"
"Q5437575","English"
"Q5437611","English"
"Q5436434","Bulgarian"
"Q5437366","Bulgarian"
"Q5437285","Cantonese"
"Q5437308","Cantonese"
"Q5437313","Cantonese"
"Q5435059","Korean"
"Q5437364","Korean"
"Q5434641","Persian"
"Q5435020","Persian"
"Q5435046","Japanese"
"Q5435060","Japanese"
"Q5435061","Japanese"
"Q5436655","Japanese"
"Q5436656","Japanese"
"Q5437323","Polish"
"Q5433840","Italian"
"Q5437459","Arabic"
"Q5434655","Swedish"
"Q5434919","Hindustani"
"Q5436066","Bambara"
"Q5434677","Hindi"
"Q5434761","Hindi"
"Q5434919","Hindi"
"Q5434917","Hindi"
"Q5434920","Hindi"
"Q5435348","Hindi"
"Q5435349","Hindi"
"Q5435353","Hindi"
"Q5436566","Hindi"
"Q5436570","Hindi"
"Q5436571","Hindi"
"Q5436569","Hindi"
"Q5436819","Hindi"
"Q5437382","Hindi"
"Q5437539","Malayalam"
"Q5434130","Spanish"
"Q5434167","Spanish"
"Q5434164","Spanish"
"Q5434389","Spanish"
"Q5434506","Spanish"
"Q5434652","Spanish"
"Q5436648","Spanish"
"Q5434641","Turkish"
"Q5437360","Turkish"
"Q5434662","Danish"
"Q5434663","Danish"
"Q5435451","Danish"
"Q5575868","English"
"Q5575922","English"
"Q5575934","English"
"Q5575976","English"
"Q5576178","English"
"Q5576273","English"
"Q5576282","English"
"Q5576883","English"
"Q5577663","English"
"Q5577677","English"
"Q5577680","English"
"Q5577722","English"
"Q5577747","English"
"Q5577763","English"
"Q5577766","English"
"Q5577776","English"
"Q5577787","English"
"Q5577788","English"
"Q5577835","English"
"Q5577855","English"
"Q5577863","English"
"Q5577888","English"
"Q5577902","English"
"Q5577900","English"
"Q5578709","English"
"Q5578797","English"
"Q5578819","English"
"Q5578844","English"
"Q5579137","English"
"Q5579159","English"
"Q5579482","English"
"Q5579589","English"
"Q5579676","English"
"Q5579773","English"
"Q5580202","English"
"Q5580205","English"
"Q5580346","English"
"Q5580989","English"
"Q5581531","English"
"Q5581634","English"
"Q5581638","English"
"Q5581640","English"
"Q5581999","English"
"Q5582343","English"
"Q5582384","English"
"Q5582388","English"
"Q5582437","English"
"Q5582511","English"
"Q5582519","English"
"Q5582638","English"
"Q5582691","English"
"Q5582727","English"
"Q5582859","English"
"Q5582993","English"
"Q5583003","English"
"Q5578508","Croatian"
"Q5579269","Cantonese"
"Q5581700","Cantonese"
"Q5582795","Korean"
"Q5576351","Kannada"
"Q5578039","Kannada"
"Q5578093","Kannada"
"Q5582552","Dutch"
"Q5582955","Japanese"
"Q5575922","Swahili"
"Q5578104","Tamil"
"Q5582732","Tamil"
"Q5576183","Telugu"
"Q5578108","Telugu"
"Q5578480","Telugu"
"Q5579503","French"
"Q5576349","Urdu"
"Q5579048","Hungarian"
"Q5580927","Russian"
"Q5575989","Hindi"
"Q5576752","Hindi"
"Q5578243","Hindi"
"Q5580865","Hindi"
"Q5580870","Hindi"
"Q5580874","Hindi"
"Q5581282","Hindi"
"Q5582454","Hindi"
"Q5582726","Hindi"
"Q5582857","Hindi"
"Q5580526","Czech"
"Q5576012","Malayalam"
"Q5576354","Malayalam"
"Q5578416","Malayalam"
"Q5577587","Bangla"
"Q5578417","Bangla"
"Q5580864","Bangla"
"Q5576178","Spanish"
"Q5576461","Spanish"
"Q5577149","Spanish"
"Q5577984","Spanish"
"Q5580533","Spanish"
"Q5582708","Spanish"
"Q5577876","Danish"
"Q5581726","Assamese"
"Q5575922","Luganda"
"Q5223944","German"
"Q5223414","Thai"
"Q5226368","German"
"Q5226394","German"
"Q5226430","German"
"Q5226464","German"
"Q5226479","German"
"Q5226482","German"
"Q5226480","German"
"Q5226486","German"
"Q5223323","English"
"Q5223331","English"
"Q5223333","English"
"Q5223336","English"
"Q5223337","English"
"Q5223341","English"
"Q5223364","English"
"Q5223431","English"
"Q5223432","English"
"Q5223455","English"
"Q5223467","English"
"Q5223477","English"
"Q5223480","English"
"Q5223496","English"
"Q5223530","English"
"Q5223577","English"
"Q5223589","English"
"Q5223594","English"
"Q5223616","English"
"Q5223680","English"
"Q5223699","English"
"Q5223753","English"
"Q5223777","English"
"Q5223799","English"
"Q5223897","English"
"Q5225624","English"
"Q5225923","English"
"Q5226560","English"
"Q5227152","English"
"Q5227516","English"
"Q5227607","English"
"Q5227624","English"
"Q5227634","English"
"Q5227721","English"
"Q5227843","English"
"Q5227887","English"
"Q5227902","English"
"Q5227928","English"
"Q5227934","English"
"Q5228225","English"
"Q5228264","English"
"Q5228313","English"
"Q5229540","English"
"Q5230183","English"
"Q5230417","English"
"Q5227015","Cantonese"
"Q5229986","Cantonese"
"Q5224409","Korean"
"Q5227951","Korean"
"Q5226579","Kannada"
"Q5228116","Khmer"
"Q5227053","Japanese"
"Q5227709","Japanese"
"Q5230375","Japanese"
"Q5223895","Tamil"
"Q5223903","Telugu"
"Q5225914","Swedish"
"Q5226773","Odia"
"Q5224059","Hindi"
"Q5224087","Hindi"
"Q5225875","Hindi"
"Q5226370","Hindi"
"Q5226860","Hindi"
"Q5226866","Hindi"
"Q5226867","Hindi"
"Q5226954","Hindi"
"Q5227827","Hindi"
"Q5227836","Hindi"
"Q5227898","Hindi"
"Q5227990","Hindi"
"Q5227988","Hindi"
"Q5227994","Hindi"
"Q5227992","Hindi"
"Q5230422","Hindi"
"Q5223916","Malayalam"
"Q5225518","Malayalam"
"Q5226588","Malayalam"
"Q5223905","Bangla"
"Q5225759","Bangla"
"Q5225051","Spanish"
"Q5229017","Spanish"
"Q5228041","Indonesian"
"Q5228906","Lithuanian"
"Q5228868","Finnish"
"Q5227930","Hebrew"
"Q5225834","Mandarin Chinese"
"Q5226961","Mandarin Chinese"
"Q5224076","Tagalog"
"Q5224082","Tagalog"
"Q5224214","Pashto"
"Q5375582","German"
"Q5377483","German"
"Q5375356","English"
"Q5375402","English"
"Q5375575","English"
"Q5375586","English"
"Q5375590","English"
"Q5375802","English"
"Q5375873","English"
"Q5376150","English"
"Q5376180","English"
"Q5376671","English"
"Q5376754","English"
"Q5376779","English"
"Q5377624","English"
"Q5377954","English"
"Q5377974","English"
"Q5377990","English"
"Q5378137","English"
"Q5378410","English"
"Q5378909","English"
"Q5379267","English"
"Q5380143","English"
"Q5380141","English"
"Q5380145","English"
"Q5380161","English"
"Q5380167","English"
"Q5380164","English"
"Q5380170","English"
"Q5380168","English"
"Q5380432","English"
"Q5380436","English"
"Q5382033","English"
"Q5383737","English"
"Q5384166","English"
"Q5384221","English"
"Q5375593","Cantonese"
"Q5380190","Korean"
"Q5379252","Kannada"
"Q5376754","Khmer"
"Q5375374","Japanese"
"Q5379037","Japanese"
"Q5379495","Japanese"
"Q5380645","Japanese"
"Q5380655","Japanese"
"Q5383731","Japanese"
"Q5383017","Polish"
"Q5383656","Polish"
"Q5375178","Tamil"
"Q5376615","Tamil"
"Q5376616","Tamil"
"Q5377374","Tamil"
"Q5377378","Tamil"
"Q5377379","Tamil"
"Q5377380","Tamil"
"Q5377392","Tamil"
"Q5377428","Tamil"
"Q5377429","Tamil"
"Q5377607","Tamil"
"Q5378700","Tamil"
"Q5379026","Tamil"
"Q5383836","Tamil"
"Q5375575","Arabic"
"Q5380715","French"
"Q5375566","Hindi"
"Q5376759","Hindi"
"Q5381671","Hindi"
"Q5381777","Hindi"
"Q5375857","Czech"
"Q5378163","Malayalam"
"Q5379162","Malayalam"
"Q5379220","Malayalam"
"Q5379229","Malayalam"
"Q5379243","Malayalam"
"Q5379241","Malayalam"
"Q5380110","Malayalam"
"Q5380111","Malayalam"
"Q5380114","Malayalam"
"Q5380115","Malayalam"
"Q5380118","Malayalam"
"Q5380119","Malayalam"
"Q5380117","Malayalam"
"Q5380120","Malayalam"
"Q5380821","Malayalam"
"Q5375286","Spanish"
"Q5375315","Spanish"
"Q5376755","Spanish"
"Q5378927","Spanish"
"Q5379895","Spanish"
"Q5379918","Spanish"
"Q5380694","Spanish"
"Q5380709","Spanish"
"Q5380714","Spanish"
"Q5380718","Spanish"
"Q5380722","Spanish"
"Q5381433","Turkish"
"Q5378093","Danish"
"Q5375250","Greek"
"Q5375575","Hebrew"
"Q5380144","Tagalog"
"Q5480632","English"
"Q5481511","English"
"Q5481948","English"
"Q5483272","English"
"Q5487099","German"
"Q5483963","English"
"Q5488342","English"
"Q5490670","English"
"Q5490677","English"
"Q5491064","English"
"Q5491103","English"
"Q5491136","English"
"Q5492316","English"
"Q5493376","English"
"Q5493858","English"
"Q5493949","English"
"Q5494186","English"
"Q5494199","English"
"Q5494257","English"
"Q5494337","English"
"Q5494341","English"
"Q5494392","English"
"Q5495498","English"
"Q5496764","English"
"Q5497120","English"
"Q5497675","English"
"Q5484678","Cantonese"
"Q5499718","English"
"Q5499764","English"
"Q5499812","English"
"Q5500049","English"
"Q5500151","English"
"Q5500175","English"
"Q5500188","English"
"Q5500360","English"
"Q5500507","English"
"Q5500522","English"
"Q5500605","English"
"Q5500610","English"
"Q5500630","English"
"Q5500165","Korean"
"Q5487936","Catalan"
"Q5494456","French"
"Q5486152","Swedish"
"Q5493430","Swedish"
"Q5494284","Hindi"
"Q5492613","Czech"
"Q5482396","Spanish"
"Q5482741","Spanish"
"Q5482864","Spanish"
"Q5483024","Spanish"
"Q5483272","Spanish"
"Q5484546","Spanish"
"Q5484571","Spanish"
"Q5485037","Spanish"
"Q5485474","Spanish"
"Q5486083","Spanish"
"Q5486307","Spanish"
"Q5487021","Spanish"
"Q5487130","Spanish"
"Q5487936","Spanish"
"Q5488252","Spanish"
"Q5488452","Spanish"
"Q5488511","Spanish"
"Q5490007","Spanish"
"Q5491429","Spanish"
"Q5492156","Spanish"
"Q5492708","Spanish"
"Q5493953","Spanish"
"Q5494934","Spanish"
"Q5495077","Spanish"
"Q5495641","Spanish"
"Q5500002","Spanish"
"Q5500447","Spanish"
"Q5480428","Finnish"
"Q5480472","Finnish"
"Q5482061","Finnish"
"Q5482936","Finnish"
"Q5485379","Finnish"
"Q5486138","Finnish"
"Q5487202","Finnish"
"Q5487939","Finnish"
"Q5488039","Finnish"
"Q5488376","Finnish"
"Q5488800","Finnish"
"Q5489604","Finnish"
"Q5490269","Finnish"
"Q5490447","Finnish"
"Q5490832","Finnish"
"Q5491997","Finnish"
"Q5492029","Finnish"
"Q5492101","Finnish"
"Q5493565","Finnish"
"Q5493713","Finnish"
