"QID","itemLabel","itemDescription","article"
"Q107354946","Tuesday’s Child","production company","https://en.wikipedia.org/wiki/Tuesday%27s_Child_(company)"
"Q110996211","Playing With Time, Inc.","film and television production company","https://en.wikipedia.org/wiki/Playing_With_Time,_Inc."
"Q111914984","Foothill Productions","tv and film production company","https://en.wikipedia.org/wiki/Foothill_Productions"
"Q108560833","Fortis Films","film and television production company","https://en.wikipedia.org/wiki/Fortis_Films"
"Q107176660","Teatro Vivo","British theatre company","https://en.wikipedia.org/wiki/Teatro_Vivo"
"Q107411970","Studio Flad","Japanese animation studio","https://en.wikipedia.org/wiki/Studio_Flad"
"Q115818387","Divide/Conquer","American film and television production company","https://en.wikipedia.org/wiki/Divide/Conquer"
"Q107569127","Kilimogo Productions","New Zealand theatre collective","https://en.wikipedia.org/wiki/Kilimogo_Productions"
"Q111213093","ISLE Theater Company","501(c)(3) non-profit","https://en.wikipedia.org/wiki/ISLE_Theater_Company"
"Q108076124","Mega64","internet comedy troupe focusing on video games","https://en.wikipedia.org/wiki/Mega64"
"Q117313321","Studio S","Korean drama production company, subsidiary Seoul Broadcasting System","https://en.wikipedia.org/wiki/Studio_S_(South_Korean_company)"
"Q108490234","Hyperobject Industries","American film and television production company","https://en.wikipedia.org/wiki/Hyperobject_Industries"
"Q109655891","Fortiche","French animation studio","https://en.wikipedia.org/wiki/Fortiche"
"Q112156071","Muse Entertainment Enterprises","Canadian film and television production company","https://en.wikipedia.org/wiki/Muse_Entertainment"
"Q115267688","S3 Movies","film production company in India","https://en.wikipedia.org/wiki/S3_Movies"
"Q107185474","Frederick Douglass Film Company",NA,"https://en.wikipedia.org/wiki/Frederick_Douglass_Film_Company"
"Q113146825","Onyx Collective","Walt Disney Television content brand for creators of colour","https://en.wikipedia.org/wiki/Onyx_Collective"
"Q107304842","No Equal Entertainment","Canadian production company","https://en.wikipedia.org/wiki/No_Equal_Entertainment"
"Q118849627","Endgame Entertainment","film studio","https://en.wikipedia.org/wiki/Endgame_Entertainment"
"Q105494145","Closer Productions","Australian film and television production company","https://en.wikipedia.org/wiki/Closer_Productions"
"Q109299206","1927","British theatre company","https://en.wikipedia.org/wiki/1927_(theatre_company)"
"Q117684575","MTV Entertainment Studios","film and television production arm of MTV Entertainment Group","https://en.wikipedia.org/wiki/MTV_Entertainment_Studios"
"Q108560166","Finnish National Theatre","Finnish national theatre organization","https://en.wikipedia.org/wiki/Finnish_National_Theatre"
"Q105523610","Studio Palette","Japanese animation studio","https://en.wikipedia.org/wiki/Studio_Palette"
"Q107785714","Linus Media Group","Canadian video production company","https://en.wikipedia.org/wiki/Linus_Media_Group"
"Q108032136","Monster Union","South Korean production company","https://en.wikipedia.org/wiki/Monster_Union"
"Q113044388","Silesian Theatre","theatre company in Katowice, Poland","https://en.wikipedia.org/wiki/Silesian_Theatre"
"Q105730790","FHProductionHK","Hong Kong YouTube channel","https://en.wikipedia.org/wiki/FHProductionHK"
"Q116523194","SM Pictures","South Korean company","https://en.wikipedia.org/wiki/SM_Pictures"
"Q107412124","Studio Mother","Japanese animation studio","https://en.wikipedia.org/wiki/Studio_Mother"
"Q107105743","Silo Theatre","producer of contemporary theatre in Aotearoa, New Zealand","https://en.wikipedia.org/wiki/Silo_Theatre"
"Q118796281","Wychwood Pictures","film studio","https://en.wikipedia.org/wiki/Wychwood_Pictures"
"Q118796614","Grey Matter Productions","film studio","https://en.wikipedia.org/wiki/Grey_Matter_Productions"
"Q111985801","Mihai Eminescu National Theatre, Timișoara","theatre company in Timișoara, Romania,","https://en.wikipedia.org/wiki/Mihai_Eminescu_National_Theatre,_Timi%C8%99oara"
"Q113512142","Edinburgh University Theatre Company",NA,"https://en.wikipedia.org/wiki/Edinburgh_University_Theatre_Company"
"Q106443814","Bally Sports","Sports channel group in the US","https://en.wikipedia.org/wiki/Bally_Sports"
"Q107391544","Curtleigh Productions","American film production company","https://en.wikipedia.org/wiki/Curtleigh_Productions"
"Q106777481","Granity Studios","Media company","https://en.wikipedia.org/wiki/Granity_Studios"
"Q106688891","Viva La Dirt League","New Zealand sketch comedy group","https://en.wikipedia.org/wiki/Viva_La_Dirt_League"
"Q108368234","B-Reel Films","Swedish film production company","https://en.wikipedia.org/wiki/B-Reel_Films"
"Q106178441","SexLikeReal","virtual reality pornography sharing site","https://en.wikipedia.org/wiki/SexLikeReal"
"Q113659629","Angel Studios","American video streaming service and media company","https://en.wikipedia.org/wiki/Angel_Studios"
"Q106936157","Mirror Films",NA,"https://en.wikipedia.org/wiki/Mirror_Films"
"Q108744089","Starry Night Productions","US television production company","https://en.wikipedia.org/wiki/Starry_Night_Productions"
"Q117450250","Orange Television Network","Television Network run by Syracuse University students","https://en.wikipedia.org/wiki/Orange_Television_Network"
"Q111730265","La Faena Films","Film production company","https://en.wikipedia.org/wiki/La_Faena_Films"
"Q106565773","Clarke and Meynell","Australian theatrical production company","https://en.wikipedia.org/wiki/Clarke_and_Meynell"
"Q108796044","Muzak","brand of background music","https://en.wikipedia.org/wiki/Muzak"
"Q108907377","CBeebies","British animation studio","https://en.wikipedia.org/wiki/Blue_Zoo_Animation_Studio"
"Q108570460","Apple Studios","film and television production company, subsidiary of Apple Inc.","https://en.wikipedia.org/wiki/Apple_Studios"
"Q113071294","Grub Street Productions","American television production company","https://en.wikipedia.org/wiki/Grub_Street_Productions"
"Q107969614","SLL","South Korean TV series production company","https://en.wikipedia.org/wiki/SLL_(South_Korean_company)"
"Q107027345","Cineville","production and international distribution company","https://en.wikipedia.org/wiki/Cineville"
"Q107467334","Curtis Enterprises","American company founded by Tony Curtis","https://en.wikipedia.org/wiki/Curtis_Enterprises"
"Q107803402","Wow! Productions","theatre co-operative in Dunedin, New Zealand","https://en.wikipedia.org/wiki/Wow!_Productions"
"Q821588","Q821588",NA,NA
"Q821599","Q821599",NA,NA
"Q835486","Q835486",NA,NA
"Q1015061","Q1015061",NA,NA
"Q1015642","Q1015642",NA,NA
"Q1121004","Q1121004",NA,NA
"Q1152927","Q1152927",NA,NA
"Q1250770","Q1250770",NA,NA
"Q1287151","Q1287151",NA,NA
"Q1310775","Q1310775",NA,NA
"Q1410758","Q1410758",NA,NA
"Q704497","Arsenal",NA,NA
"Q1026988","Caligari Film","film production company",NA
"Q422105","AFIFA","film production company",NA
"Q190473","Q190473","film production company",NA
"Q1257223","Tellux-Film","film production company",NA
"Q1386879","Mars Films","film production company",NA
"Q279622","Q279622","film production company",NA
"Q911179","Magdeburg Puppet Theatre","german puppet theatre",NA
"Q990767","Brotfabrik Bonn","cinema in Bonn, Germany",NA
"Q551580","Q551580","film production company",NA
"Q1374489","Konzertdirektion Landgraf GmbH & Co. KG","traveling theater",NA
"Q1118031","Jokai Theatre","theatre company in Slovakia",NA
"Q1201859","Deutsch-Sorbisches Volkstheater","german sorbian theater in Bautzen",NA
"Q1233678","Doc.station Medienproduktion","German television production company",NA
"Q742495","Callo-Theater",NA,NA
"Q1211086","Die Arche",NA,NA
"Q821063","Q821063","film production company",NA
"Q1328151","Elephant Music","music production company in Flensburg, Germany",NA
"Q262930","coop99","film production company",NA
"Q886871","Q886871","film production company",NA
"Q892897","Q892897","film production company",NA
"Q618489","Kinoproduction","Finnish film production company",NA
"Q181192","Stage Entertainment Germany","deutsche Musicalproduktionsgesellschaft und Theaterkette",NA
"Q1028496","Q1028496","film production company",NA
"Q1105598","Katona Jozsef Theatre in Budapest","theater",NA
"Q266276","Action Concept","German film production company based in Hürth",NA
"Q1128577","Q1128577","film production company",NA
"Q1131926","Q1131926","film production company",NA
"Q1055819","Moscow State Puppet Theatre named after Sergey Obraztsov",NA,NA
"Q1186561","Vakhtangov Theatre","theatre in Moscow, Russia",NA
"Q337282","Academixer","Kabarett in Leipzig, Germany",NA
"Q1170912","Das Zelt",NA,NA
"Q1183541","Q1183541","film production company",NA
"Q1201753","Q1201753","film production company",NA
"Q841730","Le Film d'art","film production company",NA
"Q1303835","Eikon Film","German film production company",NA
"Q1308980","Schaubühne am Halleschen Ufer","theater in Berlin, Germany",NA
"Q1350785","Q1350785","film production company",NA
"Q1369459","Allegro Film","Austrian film production company",NA
"Q1384900","Q1384900","film production company",NA
"Q1390788","Q1390788","film production company",NA
"Q570495","Teatr Wybrzeże","opera house in Gdańsk, Poland",NA
"Q1034010","Harlekin Puppet Theater",NA,NA
"Q750168","Astoria","film studio",NA
"Q474369","Amour Fou","Austrian film production company",NA
"Q1092475","Cinephon","film production company",NA
"Q1243548","Dor Film","Austrian film production company",NA
"Q1235358","Wüste Film","German film production company",NA
"Q1290581","Algefa","German film production company",NA
"Q1302030","Palladio Film","film production company",NA
"Q1317176","tellfilm","film production company",NA
"Q1092615","Cinégram","swiss film production company (1928-1992)",NA
"Q1286620","Relevant Film","film production company",NA
"Q827462","Play Loud! Productions","Berlin-based film production company and film and music label",NA
"Q1328520","Schauspiel Leipzig","municipal drama theatre in Leipzig, Germany",NA
"Q854838","Bóbita Bábszínház","puppet theatre in Pécs, Hungary",NA
"Q878698","X-Filme Creative Pool","German film production company based in Cologne",NA
"Q1022286","C-Films","Swiss film production company",NA
"Q1030364","Filmladen",NA,NA
"Q1092353","CineMedia Film","film production company",NA
"Q1165716","Tompa Miklós Company","Hungarian section of the National Theatre in Târgu Mureș, Romania",NA
"Q891303","Bolero Flamenco",NA,NA
"Q1211965","Die Distel","theater in Berlin Mitte, Germany",NA
"Q1399331","Feature Productions","film production company",NA
"Q731055","Askania Media","film production company",NA
"Q771529","Prometheus Film","film production company",NA
"Q968448","Casablanca Filmworks","film production company",NA
"Q870764","Theater Aachen","theatre company in Aachen, Germany",NA
"Q641497","Arena Synchron","film production company",NA
"Q327031","DEREVO","organization",NA
"Q854126","Jókai Theatre","theater in Békéscsaba, Hungary",NA
"Q954333","Teatro El Galpón","theatre in Uruguay",NA
"Q1019106","Bärenfelser Puppenspiele","former puppet theatre in Germany",NA
"Q618491","Illume","Finnish film production company",NA
"Q1127827","Constantin Entertainment","film production company",NA
"Q821837","Berliner Union Film","film production company",NA
"Q1161535","Madách Amateur Theatre","Hungarian-language theatre company active in Zrenjanin (Nagybecskerek), Serbia",NA
"Q658117","Olsztyn Puppet Theatre","puppet theatre in Olsztyn, Poland",NA
"Q1314010","Phoenix Film","film production company",NA
"Q266183","Madách Theatre","Hungarian theater in Budapest",NA
"Q341973","Acme Filmworks","cartoon and animation studio in Hollywood, founded in 1990 by Ron Diamond",NA
"Q1088324","Chronos Film","German film production company",NA
"Q718996","Arzu Film","film production company",NA
"Q392569","Agenda Media","media production company based in Lauenburg",NA
"Q853183","Belgorod State Puppet Theatre","puppet theatre in Belgorod, Russia",NA
"Q536880","Théâtre Guignol des Champs-Élysées","puppet theatre in Paris, France",NA
"Q153502","Maksim Gorky Samara Academic Drama Theatre","theatre in Samara, Russia",NA
"Q1347462","Epo-Film","film production company",NA
"Q1262133","Dschoint Ventschr","Swiss film production company",NA
"Q1793325","Saturn-Film","media company",NA
"Q1781377","Stockholm City Theatre","theatre in Stockholm, Sweden (1956)",NA
"Q1412500","Q1412500",NA,NA
"Q1469567","Q1469567",NA,NA
"Q1475799","Q1475799",NA,NA
"Q1667834","Q1667834",NA,NA
"Q1668085","Q1668085",NA,NA
"Q1689388","Q1689388",NA,NA
"Q1715802","Q1715802",NA,NA
"Q1718404","Q1718404",NA,NA
"Q1746466","Q1746466",NA,NA
"Q1768759","Q1768759",NA,NA
"Q1778957","Q1778957",NA,NA
"Q1785723","Q1785723",NA,NA
"Q1790458","Q1790458",NA,NA
"Q1794472","Q1794472",NA,NA
"Q1795301","Q1795301",NA,NA
"Q1864936","Q1864936",NA,NA
"Q1911101","Q1911101",NA,NA
"Q1936615","Q1936615",NA,NA
"Q1941221","Q1941221",NA,NA
"Q2002864","Q2002864",NA,NA
"Q2024915","Q2024915",NA,NA
"Q2041562","Q2041562",NA,NA
"Q1652795","i&u TV",NA,NA
"Q1968343","National Theatre for Children","Puppet theatre in Tirana, Albania",NA
"Q1674641","Kinderfilm","German film production company",NA
"Q1938662","Mischief Films",NA,NA
"Q1938797","Misher Films",NA,NA
"Q1881803","MR Film","Austrian film production company",NA
"Q1917021","Megaherz Film und Fernsehen","film production company",NA
"Q1434607","Flying Moon","film production company",NA
"Q1512886","Gerhards Marionetten","puppet theatre in Schwäbisch Hall, Germany",NA
"Q1529957","Leonine Holding","company",NA
"Q1802153","Landesbühnen Sachsen","touring theatre and opera company with a main venue in Radebeul, Saxony, Germany",NA
"Q1437130","Landesbühne Niedersachsen Nord",NA,NA
"Q1454031","Freie Theateranstalten",NA,NA
"Q1815613","Leipziger Tanztheater","dance theatre in Germany",NA
"Q1892266","Maran Film GmbH","german film production company",NA
"Q1507009","Naturtheater Heidenheim","open-air theatre in Heidenheim an der Brenz, Germany",NA
"Q1924930","Unafilm","German film production company",NA
"Q1884239","Magmafilm","German pornographic film studio",NA
"Q1784787","Videoladen Zürich","shop",NA
"Q1595525","Studio Berlin",NA,NA
"Q1667339","Will Media",NA,NA
"Q1752263","Studio Hamburg Enterprises",NA,NA
"Q1936629","Minerva Movietone","Indian film production company",NA
"Q1713346","Kammeroper Köln","German chamber opera ensemble",NA
"Q1415064","Q1415064","film production company",NA
"Q1736827","Nordharzer Städtebundtheater","theatre and opera company with venues in Halberstadt and Quedlinburg, Saxony-Anhalt, Germany",NA
"Q1475271","Q1475271","animation studio",NA
"Q1521102","Q1521102","film production company",NA
